name,stars
stephskardal/rails_admin_import,117
mumuki/mumuki-laboratory,117
FormAPI/libreconv,116
GoogleCloudPlatform/magic-modules,116
fastlane/docs,116
Haacked/haacked.com,116
AgileVentures/WebsiteOne,115
mvz/happymapper,115
qcam/3llo,114
klarna/phobos,114
GoogleCloudPlatform/fluent-plugin-google-cloud,114
benbalter/gman,114
jekyll/github-metadata,113
pocke/mry,113
sous-chefs/percona,113
pry/pry-doc,113
dev-sec/ansible-nginx-hardening,113
amagical-net/rails-latex,113
cloudapp/cloudapp.rb,113
lang/unicode_utils,113
gjtorikian/jekyll-last-modified-at,112
toptal/database_validations,112
voxpupuli/puppet-nodejs,112
awslabs/statelint,112
projectblacklight/spotlight,112
zold-io/zold,112
dorkrawk/darwinning,111
stitchfix/immutable-struct,111
saz/puppet-ssh,111
Shopify/money,111
puppetlabs/control-repo,110
t6d/smart_properties,110
salesking/sepa_king,110
alphagov/smart-answers,109
deep-cover/deep-cover,109
chef/omnibus-software,109
facebook/taste-tester,108
r7kamura/rspec-request_describer,108
sungwoncho/has_friendship,108
gosuri/vagrant-env,107
chef/mixlib-shellout,107
annacruz/ofx,107
spree/spree_auth_devise,107
lbeder/health-monitor-rails,106
adzap/timeliness,106
adimichele/hubspot-ruby,104
puppetlabs/puppetlabs-haproxy,104
Homebrew/homebrew-cask-drivers,104
flexirest/flexirest,104
rubyreferences/rubyref,104
solarkennedy/puppet-consul,104
ib-ruby/ib-ruby,103
nerab/dropcaster,103
pboling/cacheable-flash,103
molybdenum-99/tlaw,103
puppetlabs/puppetlabs-java,103
buruzaemon/natto,102
studentinsights/studentinsights,101
tas50/chef-api,101
rubyhero/chartable,101
jeremyevans/ruby-american_date,101
opentracing/opentracing-ruby,100
hogelog/dmemo,100
brewsci/homebrew-bio,100
influxdata/influxdb-rails,100
rspec/rspec-dev,99
benwbrum/fromthepage,99
onozaty/redmine-view-customize,98
codesnik/calculate-all,98
oscar-stack/vagrant-auto_network,98
jondkinney/docusign_rest,98
exAspArk/graphql-errors,97
turingschool/ruby-exercises,97
dwango/mastodon,97
algolia/algoliasearch-client-ruby,97
YaleSTC/reservations,97
hanami/cli,96
sue445/rubicure,96
prawnpdf/ttfunk,96
heroku/kensa,95
simplymadeapps/simple_scheduler,95
theforeman/foreman-installer,95
voxpupuli/puppet-openvpn,95
aarongustafson/jekyll-webmention_io,95
pludoni/simple-captcha,94
schubergphilis/chef-acme,94
fangli/fluent-plugin-influxdb,94
sous-chefs/openvpn,94
nanoc/nanoc.ws,94
hummingbird-me/kitsu-server,94
voxpupuli/puppet-r10k,94
mudbugmedia/critical-path-css-rails,93
ets-berkeley-edu/calcentral,93
logstash-plugins/logstash-input-kafka,93
bricolages/bricolage,93
rapid7/dap,93
glitch-soc/mastodon,92
neo4jrb/neo4j-core,92
ReadyResponder/ReadyResponder,91
projectcypress/health-data-standards,91
theforeman/puppet-foreman,91
benbalter/github_records_archiver,91
mgleon08/instagram-crawler,91
simp/simp-core,90
rails/rails-contributors,90
ruby-amqp/march_hare,90
forward3d/rbhive,90
GoogleCloudPlatform/ruby-docker,90
Microsoft/macos-cookbook,89
nebulab/cangaroo,89
pelargir/auto-session-timeout,89
airbnb/hypernova-ruby,89
kontena/mortar,89
attachmentsme/ruby-box,89
thewca/worldcubeassociation.org,89
socketry/socketry,89
samvera/hyrax,89
kapost/circuitry,89
mobi/telephone_number,89
carezone/haml_assets,88
nviennot/rspec-console,88
samvera/hydra-head,88
jekyll/jekyll-sass-converter,88
masutaka/circleci-bundle-update-pr,87
voxpupuli/puppet-mongodb,87
grosser/single_cov,86
voc/voctoweb,86
djberg96/sys-filesystem,86
algolia/jekyll-algolia,85
dry-rb/dry-web-roda,85
rapid7/metasploit-omnibus,85
RailsEventStore/cqrs-es-sample-with-res,85
swrobel/meta-surf-forecast,85
ryuzee/SlideHub,85
docker-library/busybox,85
diogob/activerecord-postgres-earthdistance,84
scoutapp/scout_apm_ruby,84
screwdriver-cd/guide,84
inem/hamdown,83
flavorjones/mini_portile,83
chef-cookbooks/firewall,83
markets/mini_i18n,83
24pullrequests/contribulator,83
Mic92/mina-sidekiq,83
CocoaPods/Core,83
cburnette/boxr,82
geoblacklight/geoblacklight,82
RealFaviconGenerator/rails_real_favicon,82
openpolitics/manifesto,82
atomita/fluent-plugin-aws-elasticsearch-service,81
tongueroo/ufo,81
janlelis/unicode-display_width,81
lob/lob-ruby,81
bamlab/fastlane-plugin-cordova,81
fastly/fastly-ruby,80
getsimpleadmin/simpleadmin,80
klausmeyer/docker-registry-browser,80
itmammoth/rails_sortable,80
socketry/cloudflare,79
zendesk/active_record_shards,79
inspec/kitchen-inspec,79
RxSwiftCommunity/RxReachability,79
sirupsen/airrecord,79
devise-security/devise-security,79
mdsol/mesos_cookbook,78
rocketjob/rails_semantic_logger,78
NYPL/transcript-editor,78
anteo/redmine_custom_workflows,78
dylanratcliffe/onceover,77
nethacker/usagewatch,77
stve/silencer,77
xinminlabs/eager_group,76
oguzbilgic/zincir,76
avalonmediasystem/avalon,76
evolvingweb/sitediff,76
teracyhq/dev,76
sous-chefs/line,76
ioquatix/cloudflare,76
chef/knife-azure,76
cenit-io/cenit,75
auth0/ruby-auth0,75
Dynflow/dynflow,75
akabiru/fakerbot,75
rubytoolbox/catalog,75
chef-cookbooks/iis,75
karafka/waterdrop,75
francois2metz/em-eventsource,75
platanus/pincers,75
travis-ci/packer-templates,75
local-ch/lhs,75
mtchavez/circleci,74
discourse/discourse-solved,74
voxpupuli/librarian-puppet,74
esaio/esa-ruby,73
javierarce/tumblr-liked-photos-export,73
kddeisz/snip_snip,73
Homebrew/ruby-macho,73
Azdaroth/active_model_attributes,73
oss-gate/workshop,73
pragmarb/pragma,73
sous-chefs/mongodb,73
voxpupuli/puppet-letsencrypt,72
TK11235/udonarium,72
Shopify/job-iteration,72
voxpupuli/modulesync,72
inspec/train,72
gocardless/activerecord-safer_migrations,72
RocketChat/Rocket.Chat.Ansible,72
theforeman/hammer-cli,72
openzipkin/zipkin-ruby,72
mycolorway/SeventeenMon,72
apiaryio/redsnow,72
olivertaylor/Textplay,71
pocke/gry,71
joshdholtz/fastlane-plugin-s3,71
sensu-plugins/sensu-plugins-aws,71
shirasagi/shirasagi,71
deadlyvipers/dojo_rules,70
Strech/sidekiq-prometheus-exporter,70
AuthorizeNet/sdk-ruby,70
infertux/bashcov,70
DataDog/chef-datadog,70
GetStream/stream-ruby,70
charlieegan3/serializer,70
dgilperez/validates_zipcode,70
facebook/homebrew-fb,70
WeTransfer/zip_tricks,70
voxpupuli/puppet-collectd,70
Azure/azure-diagnostics-tools,69
swiftstack/vagrant-swift-all-in-one,69
PixarAnimationStudios/ruby-jss,69
puppetlabs/education-builds,69
rvm/rvm1-capistrano3,69
knu/ruby-domain_name,69
projectcypress/cypress,69
CocoaPods/cocoapods-acknowledgements,69
tenderlove/heapfrag,69
jonatas/fast,68
ssut/telegram-rb,68
dependabot/elixir-security-advisories,68
xmisao/bestgems.org,68
chef-cookbooks/etcd,68
chef-cookbooks/erlang,68
puppetlabs/puppetlabs-inifile,68
mhinz/vim-rfc,68
appsignal/appsignal-ruby,68
zooniverse/Panoptes,68
arnau/ISO8601,68
cornelltech/startup-ideas,67
logstash-plugins/logstash-codec-netflow,67
chriswarren/desk,67
ontohub/graphql-pundit,67
benchmark-driver/benchmark-driver,67
mbj/devtools,66
stripe/example-ios-backend,66
puppetlabs/vmpooler,66
lfittl/activerecord-clean-db-structure,66
rakuten-ws/rws-ruby-sdk,66
chef/artifactory-client,66
samvera/browse-everything,65
GoogleCloudPlatform/fluent-plugin-detect-exceptions,65
tdiary/tdiary-contrib,65
holyketzer/activeadmin-ajax_filter,64
caskformula/homebrew-caskformula,64
CarolHsu/rumors-api-client,64
berkmancenter/lumendatabase,64
blambeau/finitio-rb,64
drivy/checker_jobs,63
toptal/granite,63
fjordllc/bootcamp,63
teoljungberg/fx,63
glacials/splits-io,63
saasbook/hw-ruby-intro,63
masa16/holiday_japan,63
rubiety/has_draft,63
appfolio/store_base_sti_class,62
rubytogether/rubytogether.org,62
fog/fog-google,62
logstash-plugins/logstash-output-kafka,62
tilfin/ougai,62
jakeonrails/fix-db-schema-conflicts,62
Homebrew/homebrew-livecheck,62
pinzolo/rails-flog,62
jantman/puppet-archlinux-macbookretina,62
peter50216/pwntools-ruby,62
ruby-marc/ruby-marc,62
codebar/planner,62
cerner/fhir.cerner.com,62
termtter/termtter,61
emancu/toml-rb,61
khiav223577/pluck_all,61
Coursemology/coursemology2,61
gooddata/gooddata-ruby,61
bitfinexcom/bitfinex-api-rb,61
roo-rb/roo-xls,61
ankane/logstop,61
TodoBackend/todo-backend-site,61
ajgon/opsworks_ruby,60
square/cocoapods-check,60
bloomberg/chef-bach,60
ericqweinstein/ruumba,60
livingsocial/bundler-patch,60
chef/cookstyle,60
redbooth/immortal,60
increments/mastodon,59
crashtech/torque-postgresql,59
sacloud/vagrant-sakura,59
digidentity/libsaml,59
rochefort/git-trend,59
Shopify/active_utils,59
ruby-amqp/rabbitmq_http_api_client,59
imgix/imgix-rb,59
alanpeabody/resque-job-stats,59
voxpupuli/puppet-jira,59
alphagov/signon,59
dry-rb/dry-view,58
dgollahon/mutest,58
dholm/homebrew-sdr,58
toshimaru/RailsTwitterClone,58
mongoid/mongoid-locker,58
rubymonsters/speakerinnen_liste,58
CloudHealth/amazon-pricing,58
mongodb/bson-ruby,58
rhtconsulting/cfme-rhconsulting-scripts,58
LINCnil/pia-back,58
ganmacs/grpc_kit,58
rootstrap/active_admin_chat,58
bufferapp/buffer-ruby,58
dev-sec/chef-windows-hardening,58
choria-io/mcollective-choria,58
podemos-info/participa,57
travis-ci/apt-source-safelist,57
chef/win32-service,57
github/homebrew-bootstrap,57
microrb/microrb.com,57
nakajima/acts_as_fu,57
jenkins-infra/jenkins-infra,57
publiclab/spectral-workbench,57
technekes/alchemy-api-rb,57
strong-code/pirata,56
theforeman/kafo,56
lyndsey-ferguson/fastlane-plugin-test_center,56
example42/puppet-tp,56
alphagov/govspeak,56
kubic-project/velum,56
RSpecZ/RSpecZ,55
ruby-rdf/spira,55
mollie/mollie-api-ruby,55
miaout17/hirb-unicode,55
Shopify/rotoscope,55
jgarber623/svgeez,55
arkency/image_placeholder,55
stellar/ruby-stellar-sdk,55
axsh/openvnet,55
voxpupuli/puppet-archive,55
cloudfoundry/ibm-websphere-liberty-buildpack,54
AyuntamientoMadrid/transparencia,54
sparkleformation/sfn,54
sparkapi/spark_api,54
DCAFEngineering/dcaf_case_management,54
cloudfoundry/bosh-azure-cpi-release,54
cameronsutter/odyssey,54
mockdeep/better,54
AgileVentures/LocalSupport,54
rails-girls-summer-of-code/rgsoc-teams,54
sous-chefs/grafana,54
OperationCode/operationcode_backend,53
sous-chefs/varnish,53
david942j/heapinfo,53
samvera-labs/hyku,53
schurig/ynab-bank-importer,53
voxpupuli/puppet-staging,53
intercity/intercity-next,53
jrochkind/bento_search,52
wmlele/devise-otp,52
tigrish/kaminari-i18n,52
jasoncharnes/pay,52
rubykube/barong,52
fluent/fluent-plugin-grok-parser,52
Shopify/erb-lint,52
gocardless/gocardless-legacy-ruby,52
chef-cookbooks/chef-splunk,52
faradayio/hangar,52
cheald/manticore,52
chef/chef-provisioning-fog,52
ONLYOFFICE/ooxml_parser,51
ByteInternet/hypernode-vagrant,51
Kong/homebrew-kong,51
sous-chefs/vagrant,51
huacnlee/activestorage-aliyun,51
DroptuneHQ/droptune,51
mitaku/komachi_heartbeat,51
elastic/apm-agent-ruby,51
nylas/nylas-ruby,51
affinitybridge/git-bpf,50
red-data-tools/red-chainer,50
sonota88/anbt-sql-formatter,50
Shopify/deprecation_toolkit,50
realityforge/knife-cookbook-doc,50
damienlethiec/modern-rails-template,50
berkshelf/solve,50
Yleisradio/yle_tf,50
JustinAiken/jekyll-gitlab-letsencrypt,50
openaustralia/planningalerts,50
tzumby/rails-on-kubernetes,49
kevinhughes27/shopify-sinatra-app,49
voxpupuli/puppet-iis,49
department-of-veterans-affairs/caseflow,49
kwatch/erubis,49
DataDog/dd-trace-rb,49
puppetlabs/puppetlabs-kubernetes,49
easydatawarehousing/TryRuby,49
cqyisbug/redis-in-k8s,48
michaelherold/benchmark-memory,48
department-of-veterans-affairs/vets-api,48
ruby/webrick,48
arvindvyas/Country-State-Select,48
samvera/active_fedora,48
chef/mixlib-config,48
realestate-com-au/stackup,48
osx-cross/homebrew-arm,48
reidmorrison/jruby-jms,48
ahelal/ansible-concourse,47
titusfortner/webdrivers,47
AyuntamientoMadrid/consul,47
chef-cookbooks/lvm,47
magnetis/spok,47
theforeman/foreman_discovery,47
gemfury/gemfury,47
mcolyer/smartermeter,47
centosadmin/redmine_intouch,46
montera34/pageonex,46
sisimai/rb-Sisimai,46
cmpolis/convertSTL,46
logstash-plugins/logstash-input-file,46
AjuntamentdeBarcelona/decidim-barcelona,46
jetruby/graphql-rails_logger,46
dunn/homebrew-emacs,46
YACS-RCOS/yacs,46
bahaabdelwahed/killshot,46
ruby-gettext/gettext,46
asonas/chatwork-ruby,45
actions/docker,45
transloadit/rails-sdk,45
yunomu/fluent-plugin-cloudwatch,45
prawnpdf/prawn-templates,45
puppetlabs/puppetlabs-docker,45
fog/fog-openstack,45
plivo/plivo-ruby,45
viode/viode,45
couchbaselabs/vagrants,45
fluent-plugins-nursery/fluent-plugin-out-http,45
fnando/burgundy,45
brentsowers1/googlestaticmap,44
onomojo/i18n-timezones,44
twitterdev/twitter-ruby-ads-sdk,44
PX4/homebrew-px4,44
activeadmin-plugins/active_admin_datetimepicker,44
logstash-plugins/logstash-output-s3,44
asciidoctor/asciidoctor-extensions-lab,44
puppetlabs/puppetlabs-powershell,44
cisco/cisco-network-puppet-module,44
Shopify/example-ruby-app,44
gocardless/ibandit,43
facebook/between-meals,43
pivorakmeetup/pivorak-web-app,43
voxpupuli/puppet-corosync,43
tigrish/will-paginate-i18n,43
puzzle/cryptopus,43
blacklane/kiev,43
SchemaPlus/schema_associations,43
railslink/railslink,43
sous-chefs/rundeck,43
aws/aws-parallelcluster-cookbook,43
travis-ci/travis-yml,43
jcppkkk/redmine_mail_reminder,43
Icinga/puppet-icinga2,43
appsignal/rdkafka-ruby,42
chef-cookbooks/audit,42
jc00ke/guard-puma,42
ernestas-poskus/ansible-prometheus,42
uploadcare/uploadcare-rails,42
fhir-crucible/fhir_client,42
u-ichi/fluent-plugin-mail,42
rubyforgood/diaper,42
crisidev/homebrew-chunkwm,42
krautcomputing/active_record-acts_as,42
exercism/website,42
ryanfb/loebolus,42
ignat-z/ducalis,42
sanger/sequencescape,42
sous-chefs/sysctl,42
sider/goodcheck,42
byroot/frozen_record,42
DMPRoadmap/roadmap,42
SUSE/hackweek,42
voxpupuli/puppet-dhcp,42
madetech/handbook,42
bigbluebutton/greenlight,42
sous-chefs/confluence,42
rapid7/ruby_smb,42
Azure/azure-storage-ruby,41
voxpupuli/puppet-selinux,41
quipper/sbpayment.rb,41
Shopify/ci-queue,41
treasure-data/presto-client-ruby,41
kreatio-sw/webdack-uuid_migration,41
hopsoft/goldmine,41
skyderby/skyderby,41
sous-chefs/ossec,41
ruby/csv,41
kavu/sprockets-webp,41
nickcharlton/moviesapi,41
tigrish/iso,41
ionic-zone/fastlane-plugin-ionic,41
zet4/alpine-tor,40
voxpupuli/puppet-wget,40
meraki/cmx-api-app,40
westonganger/rodf,40
ledbettj/systemd-journal,40
openSUSE/software-o-o,40
SumoLogic/fluentd-kubernetes-sumologic,40
SumOfUs/Champaign,40
repeatedly/fluent-plugin-netflow,40
lavas-project/jekyll-pwa,40
acidprime/puppet-catalog-diff,40
fablabbcn/fablabs.io,40
alphagov/rummager,40
PopulateTools/gobierto,40
Ada-Developers-Academy/jump-start-live,40
cornelius/inqlude-data,40
shescoding/shescoding-dot-org,39
moviemasher/moviemasher.rb,39
samvera/questioning_authority,39
mikz/october,39
Mangopay/mangopay2-ruby-sdk,39
zigotica/tumblr-full-backup,39
yhirano55/ama,39
aces/cbrain,39
bascht/omemo-top,39
rubycorns/rorganize.it,39
arkhitech/redmine_timesheet_plugin,39
indieweb/webmention-client-ruby,39
maca/inline-style,39
tipr/bagit,39
y-ken/fluent-plugin-mysql-replicator,39
librariesio/bibliothecary,39
kobaltz/clamby,39
DmitryTsepelev/ar_lazy_preload,39
RxSwiftCommunity/rxswiftcommunity.github.io,39
Exelord/Monarchy,38
vinsol-spree-contrib/spree_admin_roles_and_access,38
zendesk/zendesk_apps_tools,38
hisashim/docdiff,38
fs/rails-base-api,38
puppetlabs/packaging,38
ruby-amqp/amq-protocol,38
imas/mastodon,38
ruby-bench/ruby-bench-suite,38
saz/puppet-timezone,38
benbalter/jekyll-titles-from-headings,38
SciRuby/distribution,38
thecartercenter/elmo,37
chef/chef-workstation,37
Shopify/graphql-metrics,37
discourse/discourse-data-explorer,37
cookpad/cp8,37
gocd/docker-gocd-agent,37
sous-chefs/vault,37
sous-chefs/mariadb,37
solidusio/solidus_gateway,37
Homebrew/homebrew-portable-ruby,37
jrochkind/attr_json,37
Shopify/ess,37
UM-USElab/gradecraft-development,37
NijiDigital/poesie,37
Rademade/rademade_admin,37
golemfactory/homebrew-golem,37
travis-ci/casher,37
davydovanton/rspec-hanami,37
benbalter/jekyll-avatar,37
DannyBen/victor,37
fluent/fluentd-docs,36
Faveod/arel-extensions,36
DynamoMTL/spree_chimpy,36
fujimura/git-gsub,36
rubocop-hq/rubocop-rails,36
vassilvk/slacker,36
mconf/bigbluebutton_rails,36
DataDog/puppet-datadog-agent,36
immutable-ruby/immutable-ruby,36
IT61/it61-rails,36
HelloFax/hellosign-ruby-sdk,36
sous-chefs/swap,36
rootstrap/rails_api_base,36
manveru/bundix,36
Shopify/shopify_transporter,35
taylorbrooks/closeio,35
HabitatMap/AirCasting,35
theforeman/foreman_maintain,35
7even/zodiac,35
ajcrowe/puppet-supervisord,35
toy/image_optim_rails,35
stim-awesome/stim-awesome,35
dry-rb/dry-system-rails,35
test-kitchen/kitchen-azurerm,35
logstash-plugins/logstash-input-http,35
lubieniebieski/pivo_flow,35
solidusio/solidus_i18n,35
tdtds/amazon-auth-proxy,35
liveh2o/active_remote,35
appium/ruby_console,35
0sc/activestorage-cloudinary-service,35
kylewlacy/timerizer,35
openstreetmap/chef,35
sinsoku/bundler-diff,35
davidchall/homebrew-hep,35
theforeman/puppet-foreman_proxy,35
svoboda-jan/asterisk-ari,35
ynab/ynab-sdk-ruby,34
rubymonsters/diversity_ticketing,34
boulder-food-rescue/food-rescue-robot,34
mushishi78/box_packer,34
babel/jekyll-babel,34
sclinede/blood_contracts,34
expo/expo-server-sdk-ruby,34
18F/agile,34
kuberhost/kube-backup,34
salemove/jaeger-client-ruby,34
fbernier/tomlrb,34
mauricioklein/docker-compose-api,34
test-kitchen/kitchen-google,34
Charcoal-SE/metasmoke,34
chef-cookbooks/maven,34
p0deje/watir-scroll,34
midwire/my_zipcode_gem,34
eosdac/eosdactoken,33
scottwainstock/pbm,33
dnsimple/chef-dnsimple,33
puppetlabs/puppetlabs-tomcat,33
alphagov/publisher,33
schacon/simplegit-progit,33
joeyates/metar-parser,33
cercomp/weby,33
potato4d/contributter,33
hicknhack-software/redmine_hourglass,33
camptocamp/puppet-systemd,33
aziz/jalalidate,33
ctti-clinicaltrials/aact,33
davissp14/etcdv3-ruby,33
karlentwistle/ruby_home,33
dlackty/fluent-plugin-remote_syslog,33
rosylilly/ruboty-slack_rtm,33
buschmais/redmics,33
travis-ci/travis-tasks,32
crayfishx/hiera-mysql,32
josemarluedke/initjs,32
puppetlabs/puppetlabs-java_ks,32
yast/yast-yast2,32
Juniper/ruby-junos-ez-stdlib,32
locomotivecms/steam,32
diowa/ruby2-rails5-bootstrap-heroku,32
voxpupuli/puppet-rundeck,32
carbonfive/raygun-rails,32
chef/mixlib-log,32
ahelal/kitchen-ansiblepush,31
ruby-rdf/rdf-vocab,31
gds-operations/puppet-aptly,31
centosadmin/tdlib-ruby,31
spotify/homebrew-public,31
AgileConsultingLLC/capistrano3-delayed-job,31
redis-store/redis-rack,31
lockstep/rails_new,31
guru-pr/gurupr,31
mapbox/mapbox-sdk-rb,31
joinhandshake/fast_inserter,31
roschaefer/rundfunk-mitbestimmen,31
sous-chefs/aptly,31
snitko/string_master,31
USGS-CIDA/stig,31
orta/danger-junit,31
mholling/nswtopo,31
rpherbig/dr-scripts,30
betagouv/tps,30
airbrake/airbrake-ruby,30
toothrot/postgres_to_redshift,30
batizhevsky/redmine_pretend,30
dkd/plantuml,30
Ariel-Thomas/adventurers-league-log,30
voxpupuli/puppet-snmp,30
activemerchant/payment_icons,30
theforeman/hammer-cli-foreman,30
yaocloud/yao,30
PaloAltoNetworks/evident-custom-signatures,30
hanami/mailer,30
castle/castle-ruby,30
ManageIQ/manageiq-ui-classic,30
nasa/mmt,30
momibun926/redmine_issue_evm,30
omc/searchyll,30
alphagov/calendars,30
cerner/kaiju,30
biemond/biemond-wildfly,30
dalen/puppet-dnsquery,30
camptocamp/puppet-openldap,30
sealuzh/cloud-workbench,29
joker1007/crono_trigger,29
nodunayo/speakerline,29
chef-cookbooks/libarchive,29
voxpupuli/puppet-windowsfeature,29
joyofhex/cookbook-bind,29
cucumber/cucumber-ruby-core,29
ConsultingMD/activerecord5-redshift-adapter,29
rubysg/rubysg-reboot,29
carols10cents/rust.tmbundle,29
sensu-plugins/sensu-plugins-elasticsearch,29
ghoneycutt/puppet-module-ssh,29
pivotal-legacy/homebrew-tap,29
sous-chefs/samba,29
square/connect-ruby-sdk,29
openHPI/codeocean,29
manorie/textoken,29
theodi/octopub,29
vkhatri/chef-filebeat,29
puppetlabs/puppet-quest-guide,29
8398a7/abilitysheet,29
coderdojo-japan/coderdojo.jp,29
voxpupuli/puppet-splunk,29
inspec/inspec-gcp,28
newsdev/archieml-ruby,28
